06/01/2021,0,zip,22381.0
06/01/2021,0,html,9342.0
06/01/2021,0,tsv,6979.0
06/01/2021,0,op_datpro,4894.0
06/01/2021,0,csv,3770.0
06/01/2021,0,pdf,2792.0
06/01/2021,0,octet,2347.0
06/01/2021,0,xml,1649.0
06/01/2021,0,xls,1565.0
06/01/2021,0,mdb,1199.0
06/01/2021,0,fmx4,600.0
06/01/2021,0,xlsx,590.0
06/01/2021,0,rdf_xml,375.0
06/01/2021,0,txt,241.0
06/01/2021,0,dbf,204.0
06/01/2021,0,json,188.0
06/01/2021,0,doc,155.0
06/01/2021,0,sparqlq,59.0
06/01/2021,0,rdf_n_triples,49.0
06/01/2021,0,png,49.0
06/01/2021,0,tiff,48.0
06/01/2021,0,rdf_turtle,45.0
06/01/2021,0,rdfa,36.0
06/01/2021,0,json_ld,36.0
06/01/2021,0,rss,34.0
06/01/2021,0,pptx,32.0
06/01/2021,0,jpeg,14.0
06/01/2021,0,ppt,11.0
06/01/2021,0,rdf,11.0
06/01/2021,0,ods,7.0
06/01/2021,0,e00,6.0
06/01/2021,0,kml,5.0
06/01/2021,0,arc,5.0
06/01/2021,0,docx,4.0
06/01/2021,0,gif,4.0
06/01/2021,0,sparqlqres,3.0
06/01/2021,0,map_srvc,2.0
06/01/2021,0,odf,2.0
06/01/2021,0,7z,2.0
06/01/2021,0,shp,1.0
06/01/2021,0,tar_gz,1.0
06/01/2021,0,js,1.0
06/01/2021,0,dtd_xml,1.0
07/01/2021,0,zip,22381.0
07/01/2021,0,html,9342.0
07/01/2021,0,tsv,6979.0
07/01/2021,0,op_datpro,4894.0
07/01/2021,0,csv,3770.0
07/01/2021,0,pdf,2792.0
07/01/2021,0,octet,2347.0
07/01/2021,0,xml,1649.0
07/01/2021,0,xls,1565.0
07/01/2021,0,mdb,1199.0
07/01/2021,0,fmx4,600.0
07/01/2021,0,xlsx,590.0
07/01/2021,0,rdf_xml,375.0
07/01/2021,0,txt,241.0
07/01/2021,0,dbf,204.0
07/01/2021,0,json,188.0
07/01/2021,0,doc,155.0
07/01/2021,0,sparqlq,59.0
07/01/2021,0,rdf_n_triples,49.0
07/01/2021,0,png,49.0
07/01/2021,0,tiff,48.0
07/01/2021,0,rdf_turtle,45.0
07/01/2021,0,rdfa,36.0
07/01/2021,0,json_ld,36.0
07/01/2021,0,rss,34.0
07/01/2021,0,pptx,32.0
07/01/2021,0,jpeg,14.0
07/01/2021,0,ppt,11.0
07/01/2021,0,rdf,11.0
07/01/2021,0,ods,7.0
07/01/2021,0,e00,6.0
07/01/2021,0,kml,5.0
07/01/2021,0,arc,5.0
07/01/2021,0,docx,4.0
07/01/2021,0,gif,4.0
07/01/2021,0,sparqlqres,3.0
07/01/2021,0,map_srvc,2.0
07/01/2021,0,odf,2.0
07/01/2021,0,7z,2.0
07/01/2021,0,shp,1.0
07/01/2021,0,tar_gz,1.0
07/01/2021,0,js,1.0
07/01/2021,0,dtd_xml,1.0
08/01/2021,0,zip,22381.0
08/01/2021,0,html,9335.0
08/01/2021,0,tsv,6979.0
08/01/2021,0,op_datpro,4894.0
08/01/2021,0,csv,3769.0
08/01/2021,0,pdf,2792.0
08/01/2021,0,octet,2347.0
08/01/2021,0,xml,1648.0
08/01/2021,0,xls,1565.0
08/01/2021,0,mdb,1199.0
08/01/2021,0,fmx4,600.0
08/01/2021,0,xlsx,589.0
08/01/2021,0,rdf_xml,375.0
08/01/2021,0,txt,241.0
08/01/2021,0,dbf,204.0
08/01/2021,0,json,187.0
08/01/2021,0,doc,155.0
08/01/2021,0,sparqlq,59.0
08/01/2021,0,rdf_n_triples,49.0
08/01/2021,0,png,49.0
08/01/2021,0,tiff,48.0
08/01/2021,0,rdf_turtle,45.0
08/01/2021,0,rdfa,36.0
08/01/2021,0,json_ld,36.0
08/01/2021,0,rss,33.0
08/01/2021,0,pptx,32.0
08/01/2021,0,jpeg,14.0
08/01/2021,0,ppt,11.0
08/01/2021,0,rdf,11.0
08/01/2021,0,ods,7.0
08/01/2021,0,e00,6.0
08/01/2021,0,kml,5.0
08/01/2021,0,arc,5.0
08/01/2021,0,docx,4.0
08/01/2021,0,gif,4.0
08/01/2021,0,sparqlqres,3.0
08/01/2021,0,map_srvc,2.0
08/01/2021,0,odf,2.0
08/01/2021,0,7z,2.0
08/01/2021,0,shp,1.0
08/01/2021,0,tar_gz,1.0
08/01/2021,0,js,1.0
08/01/2021,0,dtd_xml,1.0
